task,model,arm,row,group,raw,GROUNDING,BIOLOGY,COHERENCE,SPECIFICITY,NO_FABRICATION,CLINICAL_USE,MEAN
T1_atn,qwen7b,shuffled,105,326765659,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,306,326765686,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,shuffled,203,326765650,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,shuffled,60,326765674,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,142,309335484,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,shuffled,375,309335458,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T1_atn,qwen7b,genuine,332,309335471,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,131,326765678,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T1_atn,qwen7b,genuine,49,309335470,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,234,309335490,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,genuine,102,326765664,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T1_atn,qwen7b,shuffled,88,309335451,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,47,309335468,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,11,326765653,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,364,326765661,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,147,326765651,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,247,309335489,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,366,326765675,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,102,326765664,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,0.0,3.0,2.0,1.0,4.0,2.0,2.0
T1_atn,qwen7b,genuine,228,309335485,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,3.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,shuffled,117,309335492,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,204,309335450,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,337,326765687,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,310,309335493,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,22,467056397,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,101,326765654,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,370,326765668,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,212,326765653,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,99,309335485,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665
T1_atn,qwen7b,genuine,61,309335469,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,351,326765677,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,shuffled,347,326765685,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,41,309335470,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,3.0,3.0,2.0,4.0,3.0,2.833333333333333
T1_atn,qwen7b,shuffled,49,309335470,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,363,309335491,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,3.0,4.0,3.0,2.0,3.0,3.0,3.0
T1_atn,qwen7b,shuffled,369,309335467,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,139,309335465,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,6,326765677,SCORES: GROUNDING=2 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,4.0,3.0,2.0,3.0,3.0,2.833333333333333
T1_atn,qwen7b,shuffled,300,309335469,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,196,326765678,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,237,326765649,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,176,309335487,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,3.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,81,309335480,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,281,309335495,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,shuffled,91,309335488,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,2.0,0.0,3.0,2.0,1.6666666666666667
T1_atn,qwen7b,genuine,41,309335470,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,9,309335497,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665
T1_atn,qwen7b,genuine,351,326765677,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,70,309335459,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,359,326765648,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,359,326765648,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,324,467056406,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,318,326765674,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,241,309335444,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,219,326765673,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,1,309335480,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,shuffled,65,309335455,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,372,326765653,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T1_atn,qwen7b,genuine,85,309335469,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,57,326765669,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,370,326765668,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,280,309335455,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,2.0,3.0,2.0,2.5
T1_atn,qwen7b,genuine,126,309335456,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,148,309335461,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,279,326765656,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,277,309335461,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,4.0,3.0,4.0,3.0,3.5
T1_atn,qwen7b,genuine,275,326765689,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,242,467056409,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,249,326765655,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,127,326765663,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,12,326765676,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,2.0,0.0,3.0,2.0,1.6666666666666667
T1_atn,qwen7b,genuine,212,326765653,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,8,309335479,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,89,309335461,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=3,2.0,3.0,3.0,2.0,3.0,3.0,2.6666666666666665
T1_atn,qwen7b,shuffled,252,326765676,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,309,309335474,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,139,309335465,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,160,309335446,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=2,0.0,3.0,2.0,0.0,3.0,2.0,1.6666666666666667
T1_atn,qwen7b,genuine,251,309335484,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,3.0,4.0,3.0,3.333333333333333
T1_atn,qwen7b,shuffled,251,309335484,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,genuine,144,309335492,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,364,326765661,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=4 CLINICAL_USE=1,0.0,3.0,2.0,0.0,4.0,1.0,1.6666666666666667
T1_atn,qwen7b,shuffled,47,309335468,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,249,326765655,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,3.0,4.0,3.0,2.0,3.0,2.0,2.833333333333333
T1_atn,qwen7b,genuine,63,309335482,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,131,326765678,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,124,309335441,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,81,309335480,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,0,309335467,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,56,309335445,SCORES: GROUNDING=0 BIOLOGY=3 COHERENCE=2 SPECIFICITY=0 NO_FABRICATION=3 CLINICAL_USE=1,0.0,3.0,2.0,0.0,3.0,1.0,1.5
T1_atn,qwen7b,shuffled,187,326765684,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,142,309335484,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,215,326765656,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,3.0,2.0,3.0,2.0,2.5
T1_atn,qwen7b,shuffled,328,326765655,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,286,467056408,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,224,309335481,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,353,326765685,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,shuffled,144,309335492,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,genuine,52,326765669,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,277,309335461,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,4.0,4.0,3.0,3.8333333333333335
T1_atn,qwen7b,genuine,84,309335459,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,3.0,2.0,4.0,2.0,2.6666666666666665
T1_atn,qwen7b,shuffled,57,326765669,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,192,309335458,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=4 CLINICAL_USE=2,2.0,3.0,2.0,1.0,4.0,2.0,2.333333333333333
T1_atn,qwen7b,genuine,174,467056406,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,310,309335493,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,shuffled,196,326765678,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,211,309335463,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,shuffled,209,309335453,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,shuffled,116,309335479,SCORES: GROUNDING=2 BIOLOGY=3 COHERENCE=2 SPECIFICITY=1 NO_FABRICATION=3 CLINICAL_USE=2,2.0,3.0,2.0,1.0,3.0,2.0,2.1666666666666665
T1_atn,qwen7b,genuine,369,309335467,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,65,309335455,SCORES: GROUNDING=3 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,3.0,4.0,3.0,2.0,4.0,3.0,3.1666666666666665
T1_atn,qwen7b,genuine,328,326765655,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=4 NO_FABRICATION=4 CLINICAL_USE=4,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T1_atn,qwen7b,genuine,187,326765684,SCORES: GROUNDING=4 BIOLOGY=4 COHERENCE=4 SPECIFICITY=3 NO_FABRICATION=4 CLINICAL_USE=3,4.0,4.0,4.0,3.0,4.0,3.0,3.6666666666666665
T1_atn,qwen7b,shuffled,55,309335456,SCORES: GROUNDING=2 BIOLOGY=4 COHERENCE=3 SPECIFICITY=2 NO_FABRICATION=4 CLINICAL_USE=3,2.0,4.0,3.0,2.0,4.0,3.0,3.0
